Company,Pull,PMID,Title,"Affiliated (1 = primary, 2 = secondary)",Research Topic,Samples,Number of proteins Investigated ,Number of Proteins Associated ,Number of Proteins Found to be Significant ,Biomarkers,Been Converted,Panels,Assays / Protein Classes,Comment,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Unnamed: 24,Assays Run ,96,48,other animals,UNIProt ID,Comments,Unnamed: 31
Quanterix,Q3 '22 - Q1 '23,35781535,Serum neurofilament light chain levels in Covid-19 patients without major neurological manifestations,0,Infectious Disease,242,1,,0,NFL,1,1,NFL Advantage; SRx,NFL was asscociated with but did not have the ability to pedict disease serverity ,"Verde F, Milone I, Bulgarelli I, Peverelli S, Colombrita C, Maranzano A, Calcagno N, Ticozzi N, Perego GB, Parati G, Torresani E, Ratti A, Silani V.",J Neurol. 2022 Nov;269(11):5691-5701. doi: 10.1007/s00415-022-11233-5. Epub 2022 Jul 4.,Verde F,J Neurol,2022,7/5/2022,PMC9252542,,10.1007/s00415-022-11233-5,#REF!,242,2,1,,"P07196,",,
Quanterix,Q3 '22 - Q1 '23,37065463,Association of APOE ?4/?4 with fluid biomarkers in patients from the PUMCH dementia cohort,0,Neurology,288,5,,0,"NFL,APP,GFAP,Ptau181",1,2,"Neurology 4 plex, Ptau181; HD-x","Fujire Bio was used for CSF markers, which were found to be significant and not plasma markers  Only CSF A?42 was shown to be decreased in APOE ?4/?4 carriers than in non-carriers for patients with AD (p = 0.024). Furthermore, we did not find any associations of APOE ?4 with plasma biomarkers of AD and non-AD. Interestingly, we found that in non-AD patients, APOE ?4 carriers had lower CSF A?42 (p = 0.018) and higher T-tau/A?42 ratios (p < 0.001) and P-tau181/A?42 ratios (p = 0.002) than non-carriers.
","Shang L, Dong L, Huang X, Wang T, Mao C, Li J, Wang J, Liu C, Gao J.",Front Aging Neurosci. 2023 Mar 31;15:1119070. doi: 10.3389/fnagi.2023.1119070. eCollection 2023.,Shang L,Front Aging Neurosci,2023,4/17/2023,PMC10103647,,10.3389/fnagi.2023.1119070,#REF!,576,6,0,,"P07196,P05067,P14136,ptau181,",,
Quanterix,Q3 '22 - Q1 '23,36056631,A population-based meta-analysis of circulating GFAP for cognition and dementia risk,0,Neurology,4338,1,,1,GFAP,1,1,"Neurology 4 plex,HD-1",Results support the potential role of circulating GFAP levels for aiding dementia risk prediction and improving clinical trial stratification in community settings.,"Gonzales MM, Wiedner C, Wang CP, Liu Q, Bis JC, Li Z, Himali JJ, Ghosh S, Thomas EA, Parent DM, Kautz TF, Pase MP, Aparicio HJ, Djoussé L, Mukamal KJ, Psaty BM, Longstreth WT Jr, Mosley TH Jr, Gudnason V, Mbangdadji D, Lopez OL, Yaffe K, Sidney S, Bryan RN, Nasrallah IM, DeCarli CS, Beiser AS, Launer LJ, Fornage M, Tracy RP, Seshadri S, Satizabal CL.",Ann Clin Transl Neurol. 2022 Oct;9(10):1574-1585. doi: 10.1002/acn3.51652. Epub 2022 Sep 3.,Gonzales MM,Ann Clin Transl Neurol,2022,9/3/2022,PMC9539381,,10.1002/acn3.51652,#REF!,4338,45,0,,"P14136,",,
Quanterix,Q3 '22 - Q1 '23,35962632,Short-term biological variation of serum glial fibrillary acidic protein,0,Exploratory,198,1,,,GFAP,1,1,,"Serum GFAP exhibits a relatively low CVI but a considerable CVG and a marked semidiurnal variation. This implies caution on the timing of blood sampling and when interpreting GFAP in relation to reference intervals, especially in conditions where only small GFAP differences are observed.","Christensen SH, Hviid CVB, Madsen AT, Parkner T, Winther-Larsen A.",Clin Chem Lab Med. 2022 Aug 15;60(11):1813-1819. doi: 10.1515/cclm-2022-0480. Print 2022 Oct 26.,Christensen SH,Clin Chem Lab Med,2022,8/13/2022,,,10.1515/cclm-2022-0480,#REF!,198,2,0,,"P14136,",,
Quanterix,Q3 '22 - Q1 '23,36139033,Head-to-Head Comparison of Different Blood Collecting Tubes for Quantification of Alzheimer's Disease Biomarkers in Plasma,0,Exploratory,204,4,,,"APP,tau,Ptau181",1,2,"Neurology 3 plex, Ptau181 advantage","We found that plasma collected in Li-Hep and Na-Hep tubes yielded significantly higher tau and p-tau181 levels compared to plasma collected in K2-EDTA tubes from the same person, but there was no difference in the measured values of the A?40, A?42, and A?42/40 ratio. Therefore, the type of blood collecting tubes should be considered when planning studies that measure plasma tau.","Jiang L, Ding X, Wang W, Yang X, Li T, Lei P.",Biomolecules. 2022 Aug 28;12(9):1194. doi: 10.3390/biom12091194.,Jiang L,Biomolecules,2022,9/23/2022,PMC9496121,,10.3390/biom12091194,#REF!,408,4,0,,"P05067,P10636,ptau181,",,
Quanterix,Q3 '22 - Q1 '23,36310154,No serological evidence for neuronal damage or reactive gliosis in neuro-COVID-19 patients with long-term persistent headache,1,"Neurology, Infectious Disease",68,2,,0,"NFL,GFAP",1,1,,"Levels of neurofilament light chain and glial fibrillary astrocytic protein, i.e. markers of neuronal damage and reactive astrogliosis, were lower in blood from patients with persistent Post-COVID-19 headache compared to patients with severe COVID-19. Hence, our pilot serological study indicates that long-term Post-COVID-19 headache may not be a sign of underlying neuronal damage or neuroinflammation.","de Boni L, Odainic A, Gancarczyk N, Kaluza L, Strassburg CP, Kersting XAK, Johnson JM, Wüllner U, Schmidt SV, Nattermann J, Petzold GC.",Neurol Res Pract. 2022 Oct 31;4(1):53. doi: 10.1186/s42466-022-00217-5.,de Boni L,Neurol Res Pract,2022,10/31/2022,PMC9618412,,10.1186/s42466-022-00217-5,#REF!,68,0,1,,"P07196,P14136,",,
Quanterix,Q3 '22 - Q1 '23,35845260,Hepatic and renal function impact concentrations of plasma biomarkers of neuropathology,0,"Neurology, Immunology",157,5,,3,"Ptau181,NFL,GFAP,UCHL",1,2,"Neurology 4 plex, Ptau181"," Elevated p-tau181, NfL, and t-tau in cirrhosis were associated with renal impairment and hypoalbuminemia, suggesting that hepatorenal function may be important when interpreting plasma biomarkers of neuropathology.","Berry K, Asken BM, Grab JD, Chan B, Lario Lago A, Wong R, Seetharaman S, LaHue SC, Possin KL, Rojas JC, Kramer JH, Boxer AL, Lai JC, VandeVrede L.",Alzheimers Dement (Amst). 2022 Jul 12;14(1):e12321. doi: 10.1002/dad2.12321. eCollection 2022.,Berry K,Alzheimers Dement (Amst),2022,7/18/2022,PMC9274803,,10.1002/dad2.12321,#REF!,314,3,0,,"ptau181,P07196,P14136,P09936,",,
Quanterix,Q3 '22 - Q1 '23,36326616,Single-molecule array assay reveals the prognostic impact of plasma LRIG1 in ovarian carcinoma,0,Oncology,486,1,,1,LRIG1,1,1,Custom Assay,"LRIG1 plasma levels were elevated in patients with ovarian carcinoma, and high levels were associated with poor prognosis, suggesting that LRIG1 might be an etiologic factor and a potentially useful biomarker in ovarian carcinoma.","de Melo ALL, Linder A, Sundfeldt K, Lindquist D, Hedman H.",Acta Oncol. 2022 Nov;61(11):1425-1433. doi: 10.1080/0284186X.2022.2140016. Epub 2022 Nov 3.,de Melo ALL,Acta Oncol,2022,11/3/2022,,,10.1080/0284186X.2022.2140016,#REF!,486,5,0,,"Q96JA1,",,
Quanterix,Q3 '22 - Q1 '23,36447478,Plasma p-tau181/A?(1-42) ratio predicts A?-PET status and correlates with CSF-p-tau181/A?(1-42) and future cognitive decline,0,Neurology,932,3,,2,"APP,Ptau181",1,1,Homebrew assays ,CSF was performed using a the roche elecsys. Compared to imaging ,"Fowler CJ, Stoops E, Rainey-Smith SR, Vanmechelen E, Vanbrabant J, Dewit N, Mauroo K, Maruff P, Rowe CC, Fripp J, Li QX, Bourgeat P, Collins SJ, Martins RN, Masters CL, Doecke JD.",Alzheimers Dement (Amst). 2022 Nov 25;14(1):e12375. doi: 10.1002/dad2.12375. eCollection 2022.,Fowler CJ,Alzheimers Dement (Amst),2022,11/30/2022,PMC9695763,,10.1002/dad2.12375,#REF!,932,9,1,,"P05067,ptau181,",,
Quanterix,Q3 '22 - Q1 '23,35872565,The relationship between plasma biomarkers and amyloid PET in dementia with Lewy bodies,0,Neurology ,32,5,,4,"APP,GFAP,NFL,pTau181",1,2,"Neurology 4 plex, ptau 181; HD-1",All biomarkers combined gave the best results,"Donaghy PC, Firbank M, Petrides G, Lloyd J, Barnett N, Olsen K, Heslegrave A, Zetterberg H, Thomas AJ, O'Brien JT.",Parkinsonism Relat Disord. 2022 Aug;101:111-116. doi: 10.1016/j.parkreldis.2022.07.008. Epub 2022 Jul 19.,Donaghy PC,Parkinsonism Relat Disord,2022,7/25/2022,,,10.1016/j.parkreldis.2022.07.008,#REF!,64,0,1,,"P05067,P14136,P07196,ptau181,",,
Quanterix,Q3 '22 - Q1 '23,36142385,LPS-Induced Coagulation and Neuronal Damage in a Mice Model Is Attenuated by Enoxaparin,0,Neurology,60,2,,,"NFL,TNFa",1,2,SR-x; NFLA and TNFA singple plex,,"Berkowitz S, Gofrit SG, Aharoni SA, Golderman V, Qassim L, Goldberg Z, Dori A, Maggio N, Chapman J, Shavit-Stein E.",Int J Mol Sci. 2022 Sep 9;23(18):10472. doi: 10.3390/ijms231810472.,Berkowitz S,Int J Mol Sci,2022,9/23/2022,PMC9499496,,10.3390/ijms231810472,#REF!,120,1,0,,"P07196,P01375,",,
Quanterix,Q3 '22 - Q1 '23,35179048,Plasma neurofilament light chain protein is not increased in treatment-resistant schizophrenia and first-degree relatives,0,Neurology,191,1,,0,NFL,1,1,NFL single plex likely ,"Treatment-resistant schizophrenia does not appear to be associated with neuronal, particularly axonal degeneration. Further studies are warranted to investigate the utility of NfL to differentiate treatment-resistant schizophrenia from neurodegenerative disorders such as behavioural variant frontotemporal dementia, and to explore NfL in other stages of schizophrenia such as the prodome and first episode.
","Eratne D, Janelidze S, Malpas CB, Loi S, Walterfang M, Merritt A, Diouf I, Blennow K, Zetterberg H, Cilia B, Wannan C, Bousman C, Everall I, Zalesky A, Jayaram M, Thomas N, Berkovic SF, Hansson O, Velakoulis D, Pantelis C, Santillo A; MiND Study Group.",Aust N Z J Psychiatry. 2022 Oct;56(10):1295-1305. doi: 10.1177/00048674211058684. Epub 2021 Nov 17.,Eratne D,Aust N Z J Psychiatry,2022,2/18/2022,,,10.1177/00048674211058684,#REF!,191,1,1,,"P07196,",,
Quanterix,Q3 '22 - Q1 '23,36041549,Plasma neurofilament light chain (NfL) reference interval determination in an Age-stratified cognitively unimpaired cohort,0,Neurology Methods dev,1100,1,,,NFL,1,1,NFL advantage,,"Bornhorst JA, Figdore D, Campbell MR, Pazdernik VK, Mielke MM, Petersen RC, Algeciras-Schimnich A.",Clin Chim Acta. 2022 Aug 27;535:153-156. doi: 10.1016/j.cca.2022.08.017. Online ahead of print.,Bornhorst JA,Clin Chim Acta,2022,8/30/2022,,,10.1016/j.cca.2022.08.017,#REF!,1100,11,0,,"P07196,",,
Quanterix,Q3 '22 - Q1 '23,34854549,Plasma p-tau(181) shows stronger network association to Alzheimer's disease dementia than neurofilament light and total tau,0,Neurology,569,3,,1,"NFL,ptau181,ttau",1,3,"HD-X; Tau2 kit, NFL advantage and ptau kit custom",,"Frank B, Ally M, Brekke B, Zetterberg H, Blennow K, Sugarman MA, Ashton NJ, Karikari TK, Tripodis Y, Martin B, Palmisano JN, Steinberg EG, Simkina I, Turk KW, Budson AE, O'Connor MK, Au R, Goldstein LE, Jun GR, Kowall NW, Stein TD, McKee AC, Killiany R, Qiu WQ, Stern RA, Mez J, Alosco ML.",Alzheimers Dement. 2022 Aug;18(8):1523-1536. doi: 10.1002/alz.12508. Epub 2021 Dec 2.,Frank B,Alzheimers Dement,2022,12/2/2021,PMC9160800,NIHMS1789784,10.1002/alz.12508,#REF!,1707,17,1,,"P07196,ptau181,P10636,",,
Quanterix,Q3 '22 - Q1 '23,35903537,Association of Plasma and Electroencephalography Markers With Motor Subtypes of Parkinson's Disease,0,Neurology,66,4,,,"APP,NFL,A-syn,ttau",1,1,"neurology 3 plex, NFL advantage ",biomarkers + imaging helped diagnosis and subtyping ,"Yang X, Li Z, Bai L, Shen X, Wang F, Han X, Zhang R, Li Z, Zhang J, Dong M, Wang Y, Cao T, Zhao S, Chu C, Liu C, Zhu X.",Front Aging Neurosci. 2022 Jul 12;14:911221. doi: 10.3389/fnagi.2022.911221. eCollection 2022.,Yang X,Front Aging Neurosci,2022,7/29/2022,PMC9314775,,10.3389/fnagi.2022.911221,#REF!,66,0,1,,"P05067,P07196,P37840,P10636,",,
Quanterix,Q3 '22 - Q1 '23,35992605,Quantitative susceptibility mapping and blood neurofilament light chain differentiate between parkinsonian disorders,0,Neurology,242,1,,1,NFL,1,1,HD-x; NFL advantage ," Combining QSM values with NfL levels may be a promising biomarker for distinguishing PSP from PD, whereas plasma NfL may be a reliable biomarker for differentiating MSA from PD. QSM and NfL measures appeared to have low accuracy for separating PD from controls.","Zhang P, Chen J, Cai T, He C, Li Y, Li X, Chen Z, Wang L, Zhang Y.",Front Aging Neurosci. 2022 Aug 5;14:909552. doi: 10.3389/fnagi.2022.909552. eCollection 2022.,Zhang P,Front Aging Neurosci,2022,8/22/2022,PMC9389149,,10.3389/fnagi.2022.909552,#REF!,242,2,1,,"P07196,",,
Quanterix,Q3 '22 - Q1 '23,36744338,Accumulation of pTau231 at the Postsynaptic Density in Early Alzheimer's Disease,0,Neurology,100,2,,1,"Ttau,ptau231",1,2,HD-x; Ttau and ptau231,run alongside regular ELISAs and spatial transcriptomics (NSTG) ,"Lilek J, Ajroud K, Feldman AZ, Krishnamachari S, Ghourchian S, Gefen T, Spencer CL, Kawles A, Mao Q, Tranovich JF, Jack CR, Mesulam MM, Reichard RR, Zhang H, Murray ME, Knopman D, Dickson DW, Petersen RC, Smith B, Ashe KH, Mielke MM, Nelson KM, Flanagan ME.",J Alzheimers Dis. 2023;92(1):241-260. doi: 10.3233/JAD-220848.,Lilek J,J Alzheimers Dis,2023,2/6/2023,PMC10041451,,10.3233/JAD-220848,#REF!,200,2,0,,"P10636,ptau231,",,
Quanterix,Q3 '22 - Q1 '23,36072480,Real-world applicability of glial fibrillary acidic protein and neurofilament light chain in Alzheimer's disease,0,Neurology,334,2,,2,"NFL,GFAP",1,1,Neurology 2 plex B,"used alongside ELISAs for CSF markers (AB40/42, ptau181)","Parvizi T, König T, Wurm R, Silvaieh S, Altmann P, Klotz S, Rommer PS, Furtner J, Regelsberger G, Lehrner J, Traub-Weidinger T, Gelpi E, Stögmann E.",Front Aging Neurosci. 2022 Aug 22;14:887498. doi: 10.3389/fnagi.2022.887498. eCollection 2022.,Parvizi T,Front Aging Neurosci,2022,9/8/2022,PMC9441692,,10.3389/fnagi.2022.887498,#REF!,334,3,0,,"P07196,P14136,",,
Quanterix,Q3 '22 - Q1 '23,36247773,Serum glial fibrillary acidic protein and neurofilament light chain in patients with early treated phenylketonuria,0,Neurology,124,2,,1,"NFL,GFAP",1,1,HD-X & HD-1; NFL 2 and 4 -plex,These pilot results encourage multicenter longitudinal studies to further investigate serum GFAP as a complementary tool to better understand and monitor neurological disease progression in ETPKU. Follow-up investigations on aging ETPKU patients are required to elucidate the potential of serum NfL as biomarker.,"Lotz-Havla AS, Katzdobler S, Nuscher B, Weiß K, Levin J, Havla J, Maier EM.",Front Neurol. 2022 Sep 29;13:1011470. doi: 10.3389/fneur.2022.1011470. eCollection 2022.,Lotz-Havla AS,Front Neurol,2022,10/17/2022,PMC9559705,,10.3389/fneur.2022.1011470,#REF!,124,1,0,,"P07196,P14136,",,
Quanterix,Q3 '22 - Q1 '23,34092793,"Associations between neurofilament light chain levels, disease activity and brain atrophy in progressive multiple sclerosis",0,"Neuromuscular, Neurology",52,1,,,NFL,1,1,,NFL comapred current MS disease progress tracking ,"Szilasiova J, Mikula P, Rosenberger J, Fedicova M, Urban P, Frigova L, Vitkova M, Gdovinova Z, Hanes J, Stevens E.",Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub. 2022 Sep;166(3):304-311. doi: 10.5507/bp.2021.034. Epub 2021 Jun 1.,Szilasiova J,Biomed Pap Med Fac Univ Palacky Olomouc Czech Repub,2022,6/7/2021,,,10.5507/bp.2021.034,#REF!,52,0,1,,"P07196,",,
Quanterix,Q3 '22 - Q1 '23,35716271,Validation of Plasma and CSF Neurofilament Light Chain as an Early Marker for Sporadic Creutzfeldt-Jakob Disease,0,"Neuromuscular, Neurology",,1,,,NFL,1,2,,plasma and serum measurements,"Schmitz M, Canaslan S, Espinosa JC, Fernández-Borges N, Villar-Piqué A, Llorens F, Varges D, Maass F, Torres JM, Hermann P, Zerr I.",Mol Neurobiol. 2022 Sep;59(9):1-9. doi: 10.1007/s12035-022-02891-7. Epub 2022 Jun 18.,Schmitz M,Mol Neurobiol,2022,6/18/2022,,,10.1007/s12035-022-02891-7,#REF!,0,0,0,,"P07196,",,
Quanterix,Q3 '22 - Q1 '23,36142860,Dynamics of Inflammatory and Neurodegenerative Biomarkers after Autologous Hematopoietic Stem Cell Transplantation in Multiple Sclerosis,0,"Immunology, neuromuscular ",288,2,,1,"NFL,GFAP",1,1,"HD-x, Neurology 2 plex",run over 9 timepoints (7 plasma 2 CSF); Other ELISAs used ,"Ruder J, Dinner G, Maceski A, Berenjeno-Correa E, Müller AM, Jelcic I, Kuhle J, Martin R.",Int J Mol Sci. 2022 Sep 19;23(18):10946. doi: 10.3390/ijms231810946.,Ruder J,Int J Mol Sci,2022,9/23/2022,PMC9503241,,10.3390/ijms231810946,#REF!,288,3,0,,"P07196,P14136,",,
Quanterix,Q3 '22 - Q1 '23,35751632,Repeated neurofilament light chain measurements did not capture Riluzole therapeutic effect in amyotrophic lateral sclerosis patients,0,Neurology,348,1,,1,NFL,1,1,NFL advantage,,"Esselin F, De la Cruz E, Hirtz C, Tiers L, Alphandery S, Baudesson L, Taieb G, Camu W, Lehmann S.",CNS Neurosci Ther. 2022 Oct;28(10):1532-1538. doi: 10.1111/cns.13894. Epub 2022 Jun 25.,Esselin F,CNS Neurosci Ther,2022,6/25/2022,PMC9437233,,10.1111/cns.13894,#REF!,348,3,1,,"P07196,",,
Quanterix,Q3 '22 - Q1 '23,36174360,Ultrasensitive monitoring of SARS-CoV-2-specific antibody responses based on a digital approach reveals one week of IgG seroconversion,0,Infectious Disease,224,2,,,,0,1,Custom assay for S COVID antigen ," The sensitivities of UIM-COVID-19 assays are 10010,000 times higher than those of conventional flow cytometry, which is a relatively sensitive detection method at present. For the established UIM-COVID-19 assay using RBD as a probe, the IgG and IgM seroconversion times after vaccination were 7.5 and 8.6 days vs. 21.4 and 24 days for the flow cytometry assay, respectively. In addition, using S2-78 as a probe, the UIM-COVID-19 assay could differentiate COVID-19 patients (convalescents) from healthy people and patients with other diseases, with AUCs ranging from 0.850.95. In summary, the UIM-COVID-19 we developed here is a promising ultrasensitive biodetection strategy that has the potential to be applied for both immunological studies and diagnostics.
","Ou F, Lai D, Kuang X, He P, Li Y, Jiang HW, Liu W, Wei H, Gu H, Ji YQ, Xu H, Tao SC.",Biosens Bioelectron. 2022 Dec 1;217:114710. doi: 10.1016/j.bios.2022.114710. Epub 2022 Sep 15.,Ou F,Biosens Bioelectron,2022,9/29/2022,PMC9476360,,10.1016/j.bios.2022.114710,#REF!,224,2,0,,,Covid,
Quanterix,Q3 '22 - Q1 '23,36293090,Comparative Analysis of Antibody Titers against the Spike Protein of SARS-CoV-2 Variants in Infected Patient Cohorts and Diverse Vaccination Regimes,1,Infectious Disease,130,14,,,"IFNg,IL1b,IL4,IL5,IL6,IL8,IL10,IL12b,IL12A,IL22,TNFa,APP,GFAP,NFL ",1,2,"Cytokine 10  panel 1, nuerology 4 plex","MSD was used for the primary measurement of antibody titers, neutralization; estimated samples hard to tell what was included and what was not","Odainic A, Spitzer J, Szlapa JB, Schade S, Krämer TJ, Neuberger J, Bode C, Steinhagen F, Schmithausen RM, Wilbring G, Sib E, Mutters NT, Rabenschlag F, Kettel L, Woznitza M, van Bremen K, Peers T, Medinger G, Kudaliyanage A, Kreutzenbeck M, Strube U, Johnson JM, Mattoon D, Ball AJ, Scory S, McGuire R, Putensen C, Abdullah Z, Latz C, Schmidt SV.",Int J Mol Sci. 2022 Oct 13;23(20):12231. doi: 10.3390/ijms232012231.,Odainic A,Int J Mol Sci,2022,10/27/2022,PMC9602709,,10.3390/ijms232012231,#REF!,260,2,1,,"P01579,P01584,P05112,P05113,P05231,P10145,P22301,P29460,P29459,Q9GZX6,P01375,P05067,P14136,P07196,",IL12p70,
Quanterix,Q3 '22 - Q1 '23,37003406,Systematic assessment of plasma biomarkers in spinocerebellar ataxia,0,Neurology,190,5,,2,"NFL,GFAP,APP,pTau181",1,2,"Neurology 4 plex, pTau181","Plasma NfL may serve as a sensitive biomarker for SCA, and its level is elevated in the pre-ataxic stage. The different performance of NfL and GFAP indicates differences in the underlying neuropathology of SCA and MSA-C. Moreover, amyloid markers may be useful for detecting memory dysfunction and other non-motor symptoms in SCA.","Shen XN, Wu KM, Huang YY, Guo Y, Huang SY, Zhang YR, Chen SF, Wang HF, Zhang W, Cheng W, Cui M, Dong Q, Yu JT.",Neurobiol Dis. 2023 Mar 30;181:106112. doi: 10.1016/j.nbd.2023.106112. Online ahead of print.,Shen XN,Neurobiol Dis,2023,4/1/2023,,,10.1016/j.nbd.2023.106112,#REF!,380,3,1,,"P07196,P14136,P05067,ptau181,",,
Quanterix,Q3 '22 - Q1 '23,36126541,sNFL applicability as additional monitoring tool in natalizumab extended interval dosing regimen for RRMS patients,0,Neurology,126,1,,0,NFL,1,1,Likely NFL advantage ,,"Valentino P, Malucchi S, Martire S, Bava CI, Capobianco MA, Bertolotto A.",Mult Scler Relat Disord. 2022 Nov;67:104176. doi: 10.1016/j.msard.2022.104176. Epub 2022 Sep 14.,Valentino P,Mult Scler Relat Disord,2022,9/20/2022,,,10.1016/j.msard.2022.104176,#REF!,126,1,0,,"P07196,",,
Quanterix,Q3 '22 - Q1 '23,36217158,Serum total TDP-43 levels are decreased in frontotemporal dementia patients with C9orf72 repeat expansion or concomitant motoneuron disease phenotype,0,Neurology,718,1,,,TDP-43,1,1,"TPD43 Advantage, HD-1","Our results indicate that the total levels of TDP-43 in the serum are decreased especially in FTD patients with the C9orf72 repeat expansion or FTD-MND phenotype, both subtypes strongly associated with TDP-43 type B brain pathology. Serum-based measurement of TDP-43 could represent a useful tool in indicating C9orf72 repeat expansion and FTD-MND-related TDP-43 neuropathology for future diagnostics and intervention studies.","Katisko K, Huber N, Kokkola T, Hartikainen P, Krüger J, Heikkinen AL, Paananen V, Leinonen V, Korhonen VE, Helisalmi S, Herukka SK, Cantoni V, Gadola Y, Archetti S, Remes AM, Haapasalo A, Borroni B, Solje E.",Alzheimers Res Ther. 2022 Oct 11;14(1):151. doi: 10.1186/s13195-022-01091-8.,Katisko K,Alzheimers Res Ther,2022,10/10/2022,PMC9552448,,10.1186/s13195-022-01091-8,#REF!,718,7,0,,"Q13148,",,
Quanterix,Q3 '22 - Q1 '23,36059263,Plasma glial fibrillary acidic protein and neurofilament light chain in relation to disability worsening in multiple sclerosis,0,Neurology,145,2,,1,"GFAP,NFL",1,1,," p-NfL emerged as a significant explanatory variable for worsening in Cox regression analysis, and p-GFAP did not. Both p-GFAP and p-NfL were related to worsening based on ROC curves.","Pauwels A, Van Schependom J, Devolder L, Van Remoortel A, Nagels G, Bjerke M, D'hooghe MB.",Mult Scler. 2022 Oct;28(11):1685-1696. doi: 10.1177/13524585221094224. Epub 2022 May 21.,Pauwels A,Mult Scler,2022,9/5/2022,,,10.1177/13524585221094224,#REF!,145,1,1,,"P14136,P07196,",,
Quanterix,Q3 '22 - Q1 '23,35474598,Lower cerebral arterial blood flow is associated with greater serum neurofilament light chain levels in multiple sclerosis patients,0,Neurology,185,1,,,NFL,1,1,,"Lower CABF is associated with increased sNfL in MS patients, highlighting the relationship between cerebral hypoperfusion and axonal pathology","Jakimovski D, Gibney BL, Marr K, Ramasamy DP, Dwyer MG, Bergsland N, Weinstock-Guttman B, Ramanathan M, Zivadinov R.",Eur J Neurol. 2022 Aug;29(8):2299-2308. doi: 10.1111/ene.15374. Epub 2022 May 6.,Jakimovski D,Eur J Neurol,2022,4/27/2022,,,10.1111/ene.15374,#REF!,185,1,1,,"P07196,",,
Quanterix,Q3 '22 - Q1 '23,35369719,Plasma Neurofilament Light and Glial Fibrillary Acidic Protein Levels over Thirty Days in a Porcine Model of Traumatic Brain Injury,0,Neurology ,72,2,,,"NFL,GFAP",1,1,,Used as a measure in an animal study ,"Shin SS, Hefti MM, Mazandi VM, Issadore DA, Meaney DF, Schneider ALC, Diaz-Arrastia R, Kilbaugh TJ.",J Neurotrauma. 2022 Jul;39(13-14):935-943. doi: 10.1089/neu.2022.0070.,Shin SS,J Neurotrauma,2022,4/4/2022,PMC9836679,,10.1089/neu.2022.0070,#REF!,72,0,1,,"P07196,P14136,",,
Quanterix,Q3 '22 - Q1 '23,36408096,Association of cognitive function with Neurofilament light chain in the aqueous humor of human eye,0,Neurology,55,5,,5,"APP,NFL,GFAP,ptau181",1,2,Likely neurology 3 plex & ptau181 advantage,The examination of AD-related biomarkers in human AH and OCTA may improve the ocular-based AD detection methods and contribute to forestalling the progression of preclinical AD.,"Bai J, Wan Z, Wang M, Wu X, Wang T, Zhang Y, Xue Y, Xu H, Peng Q.",Front Aging Neurosci. 2022 Nov 3;14:1027705. doi: 10.3389/fnagi.2022.1027705. eCollection 2022.,Bai J,Front Aging Neurosci,2022,11/21/2022,PMC9671656,,10.3389/fnagi.2022.1027705,#REF!,110,1,0,,"P05067,P07196,P14136,ptau181,",,
Quanterix,Q3 '22 - Q1 '23,36381627,Evaluation of Severe Acute Respiratory Syndrome Coronavirus 2 Nucleocapsid Antigen in the Blood as a Diagnostic Test for Infection and Infectious Viral Shedding,0,Infectious Disease,80,1,,,,0,1,SARS-COV2_N ,"We found that this SARS-CoV-2 N-antigen test was highly sensitive for detecting early but not late infectious viral shedding, making it a viable screening test for community-dwelling individuals to inform isolation practices.","Mathur S, Davidson MC, Anglin K, Lu S, Goldberg SA, Garcia-Knight M, Tassetto M, Zhang A, Romero M, Pineda-Ramirez J, Diaz-Sanchez R, Rugart P, Chen JY, Donohue K, Shak JR, Chenna A, Winslow JW, Petropoulos CJ, Yee BC, Lambert J, Glidden DV, Rutherford GW, Deeks SG, Peluso MJ, Andino R, Martin JN, Kelly JD.",Open Forum Infect Dis. 2022 Oct 22;9(11):ofac563. doi: 10.1093/ofid/ofac563. eCollection 2022 Nov.,Mathur S,Open Forum Infect Dis,2022,11/16/2022,PMC9620332,,10.1093/ofid/ofac563,#REF!,80,0,1,,,Covid,
Quanterix,Q3 '22 - Q1 '23,36759508,Plasma GFAP in Parkinson's disease with cognitive impairment and its potential to predict conversion to dementia,0,Neurology,193,4,,1,"GFAP,NFL,Tau,pTau181",1,2,"Neurology 4plex, HD-x, Ptau advantage ","Plasma GFAP predicted MCI-to-dementia conversion with an AUC of 0.90, higher than NfL, Tau and pTau181. Our results support that plasma GFAP has potential value for distinguishing patients with PDD, and predicting MCI-to-dementia conversion in PD.","Tang Y, Han L, Li S, Hu T, Xu Z, Fan Y, Liang X, Yu H, Wu J, Wang J.",NPJ Parkinsons Dis. 2023 Feb 9;9(1):23. doi: 10.1038/s41531-023-00447-7.,Tang Y,NPJ Parkinsons Dis,2023,2/9/2023,PMC9911758,,10.1038/s41531-023-00447-7,#REF!,386,4,0,,"P14136,P07196,P10636,ptau181,",,
